object,split,label,image,mask
pcb1,train,normal,pcb1/Data/Images/Normal/0897.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0776.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0824.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0554.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0277.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0331.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0598.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0620.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0767.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0365.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0589.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0670.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0870.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0516.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0194.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0992.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0147.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0628.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0686.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0447.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0922.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0668.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0738.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0981.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0264.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0093.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0098.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0691.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0781.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0882.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0564.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0319.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0005.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0720.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0449.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0557.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0231.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0729.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0788.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0465.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0050.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0348.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0473.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0511.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0795.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0512.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0326.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0888.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0072.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0891.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0689.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0568.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0350.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0838.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0901.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0917.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0558.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0456.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0637.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0251.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0880.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0387.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0669.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0247.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0415.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0750.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0825.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0590.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0202.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0975.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0548.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0770.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0351.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0230.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0527.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0410.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0205.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0513.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0472.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0551.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0894.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0021.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0408.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0877.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0924.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0117.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0336.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0138.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0789.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0757.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0452.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0539.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0702.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0728.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0414.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0627.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0307.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0461.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0145.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0841.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0503.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0815.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0672.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0771.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0203.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0732.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0793.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0006.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0498.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0643.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0820.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0371.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0773.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0386.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0249.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0613.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0710.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0847.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0188.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0834.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0279.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0066.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0550.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0638.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0523.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0970.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0794.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0696.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0157.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0010.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0448.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0593.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0137.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0038.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0734.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0431.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0515.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0445.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0335.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0257.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0944.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0719.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0791.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0717.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0329.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0374.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0574.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0426.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0395.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0036.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0432.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0020.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0176.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0185.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0111.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0217.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0119.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0378.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0109.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0383.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0601.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0177.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0936.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0683.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0347.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0290.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0930.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0313.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0939.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0826.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0446.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0731.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0376.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0403.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0679.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0359.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0630.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0421.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0765.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0116.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0540.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0442.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0459.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0918.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0352.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0242.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0963.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0874.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0455.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0023.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0671.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0345.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0915.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0962.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0588.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0156.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0761.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0372.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0390.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0763.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0197.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0822.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0195.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0509.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0218.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0362.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0285.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0353.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0406.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0812.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0655.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0407.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0393.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0493.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0510.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0008.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0647.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0584.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0049.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0559.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0034.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0120.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0095.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0562.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0727.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0708.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0497.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0129.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0556.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0605.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0206.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0142.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0102.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0718.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0015.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0861.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0068.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0753.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0704.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0611.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0831.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0259.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0565.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0904.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0308.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0012.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0063.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0803.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0368.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0239.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0233.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0896.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0071.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0836.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0967.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0855.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0943.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0832.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0543.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0293.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0256.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0081.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0079.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0397.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0366.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0766.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0635.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0002.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0563.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0837.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0991.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0055.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0849.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0721.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0139.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0200.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0085.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0276.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0212.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0862.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0782.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0626.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0384.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0322.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0334.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0131.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0040.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0265.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0133.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0183.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0604.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0769.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0651.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0587.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0534.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0418.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0460.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0625.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0342.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0309.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0489.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0491.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0437.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0468.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0561.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0332.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0238.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0759.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0752.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0246.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0664.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0535.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0082.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0148.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0785.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0048.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0641.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0153.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0057.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0097.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0477.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0993.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0267.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0829.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0060.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0433.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0439.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0909.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0787.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0339.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0614.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0867.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0391.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0780.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0029.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0947.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0052.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0973.JPG,
pcb1,train,normal,pcb1/Data/Images/Normal/0248.JPG,
